date,sales,guest_count,meal_period,promotions_active
2025-11-29,7473.62,230,All Day,False
2025-11-30,4739.73,158,All Day,False
2025-12-01,4558.4,150,All Day,False
2025-12-02,4484.82,132,All Day,False
2025-12-03,4849.88,146,All Day,False
2025-12-04,4494.75,136,All Day,True
2025-12-05,6716.54,210,All Day,False
2025-12-06,6088.64,176,All Day,False
2025-12-07,5543.81,181,All Day,False
2025-12-08,5191.82,157,All Day,False
2025-12-09,4357.56,139,All Day,False
2025-12-10,5213.85,175,All Day,False
2025-12-11,4972.75,139,All Day,False
2025-12-12,6303.53,170,All Day,False
2025-12-13,6001.38,171,All Day,False
2025-12-14,5609.47,150,All Day,False
2025-12-15,4733.16,136,All Day,False
2025-12-16,4890.64,158,All Day,False
2025-12-17,4800.48,146,All Day,False
2025-12-18,4908.72,141,All Day,False
2025-12-19,7284.09,248,All Day,False
2025-12-20,6588.69,210,All Day,False
2025-12-21,5868.13,153,All Day,False
2025-12-22,4764.36,147,All Day,False
2025-12-23,4718.15,150,All Day,False
2025-12-24,3856.56,112,All Day,False
2025-12-25,0.0,0,All Day,False
2025-12-26,6244.55,196,All Day,True
2025-12-27,7108.99,195,All Day,False
2025-12-28,5744.32,193,All Day,False
2025-12-29,4876.72,141,All Day,False
2025-12-30,4840.55,144,All Day,False
2025-12-31,4689.09,140,All Day,False
2026-01-01,0.0,0,All Day,False
2026-01-02,6829.15,208,All Day,False
2026-01-03,6577.86,179,All Day,False
2026-01-04,5252.14,161,All Day,False
2026-01-05,4931.14,151,All Day,False
2026-01-06,0.0,0,All Day,False
2026-01-07,5410.56,161,All Day,False
2026-01-08,5026.91,155,All Day,False
2026-01-09,6845.07,193,All Day,False
2026-01-10,7240.97,208,All Day,False
2026-01-11,5410.66,163,All Day,False
2026-01-12,4866.67,141,All Day,False
2026-01-13,5194.8,151,All Day,False
2026-01-14,5458.58,145,All Day,False
2026-01-15,4995.34,157,All Day,False
2026-01-16,6442.28,189,All Day,False
2026-01-17,7381.08,229,All Day,False
2026-01-18,6586.89,202,All Day,False
2026-01-19,5464.25,159,All Day,False
2026-01-20,5348.88,152,All Day,False
2026-01-21,4740.52,133,All Day,False
2026-01-22,4630.65,142,All Day,False
2026-01-23,7268.63,227,All Day,True
2026-01-24,5863.2,169,All Day,True
2026-01-25,5190.54,147,All Day,False
2026-01-26,5041.85,145,All Day,False
2026-01-27,5304.82,149,All Day,False
2026-01-28,5435.03,170,All Day,True
2026-01-29,5087.02,147,All Day,False
2026-01-30,7816.98,222,All Day,False
2026-01-31,7770.03,223,All Day,False
2026-02-01,6513.77,189,All Day,False
2026-02-02,5652.53,170,All Day,False
2026-02-03,5876.56,168,All Day,False
2026-02-04,4644.6,134,All Day,False
2026-02-05,4357.02,124,All Day,False
2026-02-06,7580.02,200,All Day,False
2026-02-07,6800.87,179,All Day,False
2026-02-08,6046.92,186,All Day,False
2026-02-09,5058.77,144,All Day,False
2026-02-10,4898.6,147,All Day,True
2026-02-11,5420.3,146,All Day,False
2026-02-12,5642.92,166,All Day,False
2026-02-13,7457.86,216,All Day,False
2026-02-14,6489.18,173,All Day,False
2026-02-15,6862.4,203,All Day,False
2026-02-16,5114.5,161,All Day,False
2026-02-17,5576.69,158,All Day,False
2026-02-18,4975.64,144,All Day,False
2026-02-19,5672.84,172,All Day,False
2026-02-20,7081.14,211,All Day,True
2026-02-21,6771.5,201,All Day,False
2026-02-22,5380.12,161,All Day,False
2026-02-23,5241.96,155,All Day,False
2026-02-24,5555.66,176,All Day,False
2026-02-25,4909.1,151,All Day,False
2026-02-26,4804.74,137,All Day,False
2026-02-27,6920.4,204,All Day,False
2026-02-28,6757.84,203,All Day,False
2026-03-01,6330.19,182,All Day,False
2026-03-02,4947.54,146,All Day,False
2026-03-03,5025.35,149,All Day,False
2026-03-04,5114.61,136,All Day,False
2026-03-05,5744.15,165,All Day,False
2026-03-06,6162.47,184,All Day,False
2026-03-07,7784.63,230,All Day,False
2026-03-08,9182.41,256,All Day,False
2026-03-09,6825.63,184,All Day,False
2026-03-10,6882.47,182,All Day,False
2026-03-11,7957.41,230,All Day,False
2026-03-12,6191.19,180,All Day,False
2026-03-13,8682.73,265,All Day,False
2026-03-14,9113.36,287,All Day,False
2026-03-15,8261.19,254,All Day,False
2026-03-16,6932.88,210,All Day,False
2026-03-17,7340.59,211,All Day,False
2026-03-18,5305.12,151,All Day,False
2026-03-19,5976.84,200,All Day,False
2026-03-20,7006.26,218,All Day,False
2026-03-21,6960.59,236,All Day,False
2026-03-22,5203.61,183,All Day,False
2026-03-23,5233.74,159,All Day,False
2026-03-24,6059.62,177,All Day,False
2026-03-25,4525.99,129,All Day,True
2026-03-26,7172.18,240,All Day,False
2026-03-27,8387.55,247,All Day,False
2026-03-28,7122.66,217,All Day,False
2026-03-29,6448.03,194,All Day,False
2026-03-30,4970.43,151,All Day,False
2026-03-31,5622.52,159,All Day,False
2026-04-01,6275.52,184,All Day,False
2026-04-02,6034.99,180,All Day,False
2026-04-03,7345.37,218,All Day,False
2026-04-04,7511.29,210,All Day,False
2026-04-05,6062.04,188,All Day,False
2026-04-06,5889.47,165,All Day,False
2026-04-07,6116.49,187,All Day,False
2026-04-08,5371.73,149,All Day,False
2026-04-09,5268.25,149,All Day,True
2026-04-10,7275.45,210,All Day,False
2026-04-11,6709.74,196,All Day,False
2026-04-12,4787.48,131,All Day,False
2026-04-13,5812.69,181,All Day,False
2026-04-14,6236.94,172,All Day,False
2026-04-15,4987.31,151,All Day,False
2026-04-16,5008.57,144,All Day,False
2026-04-17,7047.97,234,All Day,False
2026-04-18,7343.3,205,All Day,False
2026-04-19,6342.09,181,All Day,False
2026-04-20,5554.96,157,All Day,False
2026-04-21,5592.68,166,All Day,False
2026-04-22,5505.98,149,All Day,True
2026-04-23,5726.97,178,All Day,False
2026-04-24,7419.8,214,All Day,False
2026-04-25,7280.36,241,All Day,True
2026-04-26,5845.71,176,All Day,False
2026-04-27,6281.26,180,All Day,False
2026-04-28,4779.94,141,All Day,False
2026-04-29,6031.55,184,All Day,False
2026-04-30,5903.83,191,All Day,False
2026-05-01,5689.19,156,All Day,False
2026-05-02,7080.19,234,All Day,False
2026-05-03,6065.92,176,All Day,False
2026-05-04,5636.89,194,All Day,False
2026-05-05,5152.26,151,All Day,False
2026-05-06,5630.2,176,All Day,False
2026-05-07,5343.19,163,All Day,False
2026-05-08,7461.99,205,All Day,False
2026-05-09,7129.26,228,All Day,False
2026-05-10,5883.29,157,All Day,False
2026-05-11,5048.93,160,All Day,False
2026-05-12,5245.6,155,All Day,False
2026-05-13,5184.36,167,All Day,False
2026-05-14,5549.23,161,All Day,False
2026-05-15,7703.1,224,All Day,False
2026-05-16,8245.74,232,All Day,False
2026-05-17,6483.32,178,All Day,False
2026-05-18,5455.47,162,All Day,False
2026-05-19,5524.58,184,All Day,False
2026-05-20,5448.67,161,All Day,False
2026-05-21,5563.3,154,All Day,False
2026-05-22,7599.74,233,All Day,False
2026-05-23,7751.49,208,All Day,False
2026-05-24,6703.93,213,All Day,False
2026-05-25,5610.79,177,All Day,False
2026-05-26,5239.13,151,All Day,False
2026-05-27,5463.66,151,All Day,False
2026-05-28,6059.87,173,All Day,False
2026-05-29,7010.92,232,All Day,True
2026-05-30,7971.61,236,All Day,False
2026-05-31,6118.69,180,All Day,False
2026-06-01,5520.61,158,All Day,False
2026-06-02,5212.56,154,All Day,False
2026-06-03,5064.86,155,All Day,False
2026-06-04,5013.43,148,All Day,False
2026-06-05,6655.67,236,All Day,False
2026-06-06,6948.07,220,All Day,False
2026-06-07,6148.9,188,All Day,False
2026-06-08,5488.21,173,All Day,False
2026-06-09,4548.32,135,All Day,False
2026-06-10,5108.32,163,All Day,False
2026-06-11,5606.33,175,All Day,False
2026-06-12,6690.1,186,All Day,False
2026-06-13,7404.34,233,All Day,False
2026-06-14,5890.89,186,All Day,False
2026-06-15,5631.83,157,All Day,False
2026-06-16,6018.79,156,All Day,False
2026-06-17,4985.39,141,All Day,False
2026-06-18,4449.5,129,All Day,False
2026-06-19,7304.84,228,All Day,False
2026-06-20,6674.3,186,All Day,False
2026-06-21,6221.03,167,All Day,False
2026-06-22,5850.72,191,All Day,False
2026-06-23,4990.7,156,All Day,False
2026-06-24,5518.61,160,All Day,False
2026-06-25,4786.57,148,All Day,False
2026-06-26,7708.89,232,All Day,True
2026-06-27,5865.68,184,All Day,False
2026-06-28,6866.95,191,All Day,False
2026-06-29,4653.88,135,All Day,False
2026-06-30,5554.91,181,All Day,False
2026-07-01,5598.29,160,All Day,False
2026-07-02,4852.74,138,All Day,False
2026-07-03,7117.01,205,All Day,False
2026-07-04,0.0,0,All Day,False
2026-07-05,6215.91,196,All Day,False
2026-07-06,5609.1,178,All Day,False
2026-07-07,4813.18,139,All Day,False
2026-07-08,0.0,0,All Day,False
2026-07-09,5225.98,144,All Day,False
2026-07-10,6968.22,216,All Day,False
2026-07-11,6902.61,224,All Day,False
2026-07-12,6563.72,200,All Day,False
2026-07-13,4971.59,135,All Day,False
2026-07-14,4071.29,111,All Day,False
2026-07-15,5214.29,140,All Day,False
2026-07-16,4687.53,135,All Day,False
2026-07-17,6325.0,175,All Day,False
2026-07-18,7410.17,197,All Day,False
2026-07-19,5811.52,152,All Day,False
2026-07-20,4638.07,137,All Day,False
2026-07-21,4645.9,135,All Day,False
2026-07-22,4672.18,129,All Day,True
2026-07-23,5222.02,164,All Day,False
2026-07-24,7237.02,195,All Day,False
2026-07-25,7087.68,227,All Day,False
2026-07-26,5697.48,161,All Day,True
2026-07-27,4911.37,154,All Day,False
2026-07-28,5495.5,164,All Day,False
2026-07-29,5633.77,171,All Day,False
2026-07-30,4856.34,148,All Day,False
2026-07-31,6643.55,190,All Day,False
2026-08-01,6198.59,196,All Day,False
2026-08-02,4950.82,163,All Day,False
2026-08-03,4432.67,135,All Day,False
2026-08-04,5037.4,145,All Day,False
2026-08-05,5013.84,136,All Day,False
2026-08-06,5673.57,170,All Day,False
2026-08-07,6169.47,161,All Day,False
2026-08-08,7315.04,202,All Day,False
2026-08-09,5427.62,152,All Day,False
2026-08-10,4992.99,147,All Day,False
2026-08-11,4903.66,140,All Day,False
2026-08-12,5516.26,143,All Day,False
2026-08-13,4765.37,139,All Day,False
2026-08-14,6590.0,189,All Day,False
2026-08-15,5292.35,158,All Day,False
2026-08-16,6573.84,201,All Day,False
2026-08-17,4749.73,144,All Day,False
2026-08-18,4846.36,154,All Day,False
2026-08-19,4691.55,135,All Day,False
2026-08-20,5060.2,147,All Day,False
